ensembl_gene_id,chromosome_name,Adipose_Tissue,Adrenal_Gland,Blood,Blood_Vessel,Brain,Breast,Colon,Esophagus,Heart,Liver,Lung,Muscle,Nerve,Pancreas,Pituitary,Placenta,Skin,Small_Intestine,Spleen,Stomach,Thyroid,hgnc_symbol.x,gene_biotype.x,Which_Tissue,Tau,Me_TPM,hgnc_symbol.y,gene_biotype.y
ENSG00000148795,10,0.960303228068992,7760.02863889018,0.932282047763558,7.00347999725186,0.86997685415399,1.51097295539326,0.804979673874058,1.37914664266188,0.327496544516336,3.93113933379655,1.59673832375987,1.2794192732655,3.89862866800348,1.43438500941774,1.5948953932719,0.0146276110916111,1.07019186557107,0.813323295407274,2.22287296117179,1.52864523558125,6.96549935781111,CYP17A1,protein_coding,Adrenal_Gland,0.999741373349638,7760.02863889018,CYP17A1,protein_coding
ENSG00000160882,8,0.563817258908583,4989.12484238332,0.476730267640239,3.03736158601987,0.441034991552371,0.530347909972628,0.422798732638164,0.572820232865854,0.181400445727663,0.532408101864055,0.825737330246757,0.285142638754698,1.12954777277477,0.560537921533643,0.688092762172944,0.00242011903555397,0.572693012826119,0.346873221028275,1.02428639957827,0.572760119772459,0.675742443465567,CYP11B1,protein_coding,Adrenal_Gland,0.999865281450224,4989.12484238332,CYP11B1,protein_coding
ENSG00000147465,8,0.793938941116115,2994.10964321718,0.334070443746526,3.35717642190259,2.28629185851225,0.431615671451933,0.339846887793573,0.604618361589199,0.110430031585704,0.42295118936251,0.481178510703763,0.165265645154265,0.785677528119842,0.450544815400717,2.01897983534982,0.0164106439791667,0.762130540573154,0.339381694381119,1.153886927677,0.47469570423068,0.524201619682789,STAR,protein_coding,Adrenal_Gland,0.999735258638437,2994.10964321718,STAR,protein_coding
ENSG00000203859,1,0.287308949316592,2462.10547125074,0.244368142753023,3.08975660072919,0.254890022736886,0.387809990489705,0.203508582473071,0.316645263625328,0.0940228470030354,0.641728634185169,0.37581963347562,0.138829344755064,1.39413928302037,0.358582229421462,0.334723557140944,1.06833275686685,0.385713181974417,67.3956220060758,0.554843132354549,0.45865984244867,0.336891238260964,HSD3B2,protein_coding,Adrenal_Gland,0.998409446789472,2462.10547125074,HSD3B2,protein_coding
ENSG00000231852,6,1.5351928156832,1456.47989092645,0.250639013629375,2.03129501078773,0.936062005759926,1.45041027033837,3.32690547147841,2.31972026498211,0.248453698682728,19.7615501293841,0.839063834516171,0.138326439377491,3.03452159070903,0.410211900022185,2.13063138706565,0.0422690891375201,0.280630821653959,0.714220826674171,5.53922250185453,0.596855942299137,3.54248457040681,CYP21A2,protein_coding,Adrenal_Gland,0.998313445043406,1456.47989092645,CYP21A2,protein_coding
ENSG00000179142,8,0.030160681590167,233.630485791833,0.0166101669110814,0.624856845549408,0.0254133337804728,0.0204466512137866,0.0197662686474575,0.020584042367505,0.00598756700516224,0.0545393600446148,0.0488148039639679,0.0145426415814119,0.0229674414561002,0.0203741573927445,0.01717717734269,0.00204209752354078,0.0240120003573641,0.0125477813119442,0.0498061602928337,0.023816063696078,0.0256171456117304,CYP11B2,protein_coding,Adrenal_Gland,0.999768848148396,233.630485791833,CYP11B2,protein_coding
ENSG00000180176,11,0.174474049361683,99.3166070592567,0.00622640450273774,0.0877154740297972,0.503954659727585,0.0828192040587998,0.169233180858321,0.391549211316659,0.0245827977015159,0.380104546238823,0.0830405744717622,0.0362035254005166,0.420973190015946,0.119791012690325,2.58041842358034,0.0305367253125615,0.025365420867018,0.194632177638832,0.272948524459028,0.229313252720557,0.153324448087839,TH,protein_coding,Adrenal_Gland,0.996995866562638,99.3166070592567,TH,protein_coding
ENSG00000185231,18,0.00600730117586792,64.9073197194619,0.00551428812478395,0.114101086319058,0.00715189774079567,0.00717873083916831,0.00752390218376629,0.0181574582774132,0.00283281879674353,0.0127400058194818,0.0180205387559711,0.00345156845842256,0.0109034367034067,0.0118131394211157,2.36094499455313,0.00345326143340836,0.00728915387290928,0.0101340901285651,0.0146111470218212,0.0172086526323793,0.00807839074405375,MC2R,protein_coding,Adrenal_Gland,0.997960849504768,64.9073197194619,MC2R,protein_coding
ENSG00000169297,X,0.198378181923309,50.2661010473102,0.00627662229644063,0.449403888260649,0.690105912902037,0.455989283880309,0.160029889318668,0.07979387177482,0.00759751189991551,0.00955123336532479,0.0225692339416286,0.023789452868753,0.557645812205359,0.596854535600144,5.56789805554839,0.0016057049253335,0.215033986019136,0.0363791617583367,0.0399292814361325,0.199314346184327,0.0381267912334914,NR0B1,protein_coding,Adrenal_Gland,0.990693257918954,50.2661010473102,NR0B1,protein_coding
ENSG00000163646,3,0.00516805876042583,2.86069667152721,0.0427216629844249,0.00600238610522697,0.00256499856601137,0.00704676518076737,0.00109121639284035,0.000502305574946907,0.000549180810129271,0.00402535850955844,0.00781985091530187,0.0011511140104688,0.0437228680722167,0.00224152652177696,0.251476382526108,0.0042015971522687,0.00164509978564567,0.000878261474559125,0.0334277161916326,0.00341295575471069,0.00263341063940384,CLRN1,protein_coding,Adrenal_Gland,0.992619232927919,2.86069667152721,CLRN1,protein_coding
ENSG00000244734,11,1154.11660039811,89.6448410691732,398414.555252861,734.801423175797,209.642279081078,368.743993498694,156.250782316431,391.281423042811,272.197880852089,489.550837931787,3376.89801175648,124.74635274757,239.568970287254,25.4756045989968,636.35684114195,662.433564323101,36.0155692519117,72.3325585628076,6279.52631229051,99.3026699079998,1084.4016601078,HBB,protein_coding,Blood,0.997928879861597,398414.555252861,HBB,protein_coding
ENSG00000188536,16,586.389805727228,45.448857752521,180540.929729981,408.932431526321,115.619826143621,174.978411235713,74.9429061861175,244.362829539922,144.123577182966,250.864502021498,1732.35927969723,62.3021331274588,116.323944925478,12.3110449545382,332.432781314653,227.676927366326,15.3918769337293,35.8480358165827,2784.53433813977,53.4757699074849,549.527833889741,HBA2,protein_coding,Blood,0.997793340511399,180540.929729981,HBA2,protein_coding
ENSG00000206172,16,177.361479789892,14.1959483399503,67069.0140242054,107.683002157413,40.5451531428188,53.6918259791644,22.219672167374,63.8971914014039,46.1639195001313,77.7349362159234,531.736994992534,20.8769232179123,35.1377135950341,4.04290511758395,102.162058617652,139.569888131902,5.47576222392943,11.1041560263974,1052.95419583907,15.4604644722042,163.888885121536,HBA1,protein_coding,Blood,0.997997657252662,67069.0140242054,HBA1,protein_coding
ENSG00000158578,X,2.38991211321088,0.189985827303018,990.114477076771,1.1737325123349,0.684745260924587,1.03126941105793,0.41803159150999,0.718928389581733,0.670179800348,2.06868642856889,10.0101676921151,0.402091834741149,0.664319989143501,0.17505012033223,1.59964856077768,13.6282143817253,0.11860669611481,0.203316221774941,34.5724749749187,0.246502287903644,2.17578003139977,ALAS2,protein_coding,Blood,0.996306404672431,990.114477076771,ALAS2,protein_coding
ENSG00000223609,11,2.26050395333631,0.13536697177653,727.558548000687,0.700085166548844,0.638493378346363,0.710043076940978,0.22410419278998,0.374006980144572,0.416145829253648,3.49349463088736,9.29544301304249,0.240460472031658,0.357621358414899,0.0459359192258319,1.91783726617398,1.98933506077224,0.0680676733419893,0.132110785867456,47.3002350425592,0.174431985302107,1.45695006955265,HBD,protein_coding,Blood,0.995056708973871,727.558548000687,HBD,protein_coding
ENSG00000169877,16,0.954579724595382,0.0938125113311288,235.379244178462,0.412712127481891,0.286962891538666,0.43579768039139,0.143840522952186,0.253683602970476,0.225720206162619,2.17532828288209,5.46271455022197,0.140795305603368,0.280876957888453,0.0418392075645331,0.898398875565125,3.98270485704122,0.047727099667869,0.061521521369921,21.3134168460779,0.082200234354567,0.963729309791508,AHSP,protein_coding,Blood,0.991873038243243,235.379244178462,AHSP,protein_coding
ENSG00000206177,16,0.678461022388796,0.0519832694453378,196.96742098344,0.445497721018612,0.209594190410913,0.248174553202261,0.0758792029315197,0.177352099532603,0.178529219325592,0.809566840679483,2.80474046207072,0.0849150135186251,0.12654209872482,0.0225786314066035,0.47147956396477,1.66589114471297,0.0159133014037192,0.019550904918004,11.1793529574962,0.061417923761896,0.650821424110522,HBM,protein_coding,Blood,0.994928541622448,196.96742098344,HBM,protein_coding
ENSG00000086506,16,0.423986851242147,0.129847289185555,157.830960232687,0.269401953372052,6.0088368979221,0.175398645639895,0.14090517137082,0.162878410531918,0.0874702114081047,0.20598177756508,1.45169928860584,0.0463744249433533,0.260904271719172,0.0517103055526209,1.37923208270576,0.302044857939167,0.110313018193625,0.104223855043317,3.94756048552767,0.128115761165699,0.419310739889867,HBQ1,protein_coding,Blood,0.994992681956626,157.830960232687,HBQ1,protein_coding
ENSG00000173705,3,7.95850683507647,1.09134488221924,0.0487976384104694,403.319126769985,6.20404334493792,3.83187530828584,3.7141767313904,3.80009628406285,0.685023828286216,0.165949697350575,4.18031850319481,1.28645068647137,8.62707107883009,0.371759832986374,1.62151252580847,0.0888520262391124,4.81823852051507,2.70665698840129,2.56426631324525,2.75178401159896,5.22454824230028,SUSD5,protein_coding,Blood_Vessel,0.992345853546041,403.319126769985,SUSD5,protein_coding
ENSG00000167941,17,0.208266764477872,0.0301134621859057,0.0115219934296882,152.766713633162,0.163163675085424,0.0599193091375599,0.0248748833491272,0.0449553649001919,0.0160087590363185,0.0194384850783883,0.741470399265207,0.0252749200700002,0.52268492565054,0.0183650070171447,0.290782015574864,0.0081957476456003,0.110016609168205,0.0158981850475115,0.0903597321126885,0.0397974189465732,0.586646480796949,SOST,protein_coding,Blood_Vessel,0.999009026879623,152.766713633162,SOST,protein_coding
ENSG00000178776,5,0.0528079838516034,0.0356983531649569,0.0147610168949768,79.4530425676019,0.0280035534959023,1.73350401197987,0.306816161286245,0.0300837870523771,1.7127624679601,0.095632738393205,0.559770350380702,0.0655410394693871,0.0742661419211428,0.173302892023671,0.0273485912655219,0.423091295621225,0.523682508326969,0.0280425688116667,0.0329617573075565,0.0467219264992511,0.261783050731813,C5orf46,protein_coding,Blood_Vessel,0.996081596125699,79.4530425676019,C5orf46,protein_coding
ENSG00000131095,17,1.62312020883273,0.96563969713039,0.657250742163261,5.0039467725253,1566.70131621338,4.44501290516615,1.28932531987124,1.21143559870375,1.13943747272662,0.50144813434337,1.09954725318824,0.850345666748543,15.3763898445215,0.578654728704178,34.202848610428,0.00525296343302408,0.943287039775917,0.681103732051321,0.580032769956537,0.592867114180713,1.91341644920479,GFAP,protein_coding,Brain,0.997649189342558,1566.70131621338,GFAP,protein_coding
ENSG00000155980,12,0.496421088750892,1.757287064237,0.175078783298828,6.36077047458547,1191.51324016973,1.00010765228189,9.6849956642281,3.50967812773621,0.189431090642904,0.108374591935922,0.662234245369797,0.239521184288479,12.4317146892661,0.672465449425335,43.3874295225776,0.115449461288127,0.709807788226749,3.03789497596976,0.531409624156293,1.71048710713056,2.86450280205045,KIF5A,protein_coding,Brain,0.99623818442107,1191.51324016973,KIF5A,protein_coding
ENSG00000070808,5,0.406452679412772,0.25658451322842,0.0732338529145114,0.185192063219978,485.028386122585,0.269345842673631,1.93267630704618,3.86267390359674,2.71738567894987,0.124811937854975,1.71394489294167,36.0874027276252,1.766181252261,0.0823650072840369,4.30710537998267,0.333367070785069,0.257628510260461,0.672920890879096,0.636017925980705,0.712350701799763,0.197385528322871,CAMK2A,protein_coding,Brain,0.994165802632764,485.028386122585,CAMK2A,protein_coding
ENSG00000074317,5,0.130355968404649,0.544594111045089,0.0760599931306991,0.110361994753423,446.258080076232,0.108173793974582,1.27012282917674,0.267249347054366,0.080769792410933,0.0546927961342867,0.221873578647885,0.452743934794579,0.215600103485213,0.339103375714144,23.7230813839676,0.00507567167650647,0.165728661886759,0.286904279130736,0.283374888056155,0.208710188566833,0.189520811449707,SNCB,protein_coding,Brain,0.996780551570231,446.258080076232,SNCB,protein_coding
ENSG00000110436,11,1.00168071133607,1.86665990916685,0.109175786275836,0.231250178187288,372.911799690567,0.902477106273389,0.529706965551882,0.297726869659665,0.488248127195625,7.89175094762787,0.419648213101271,0.23506078954353,0.520453455558373,7.88330803610691,2.26349258520626,2.75950741991962,0.695804036679918,0.304210790609349,0.371128686283125,3.05967511218036,0.401038740046177,SLC1A2,protein_coding,Brain,0.995678334060057,372.911799690567,SLC1A2,protein_coding
ENSG00000163032,2,0.614121437669743,10.8115332371766,0.0666816963593961,0.197625086401453,312.499395944884,1.23333673199726,0.473326692952712,1.03894848540436,3.04743223671822,3.52885529703955,2.62104772124143,0.208482050317334,0.733539035511808,0.308645559269827,0.39564880843837,0.799886503351788,0.59665782154948,0.258118944351351,0.172528728944948,0.524673975333352,0.377000180863806,VSNL1,protein_coding,Brain,0.995518696900804,312.499395944884,VSNL1,protein_coding
ENSG00000124507,6,0.213888868643195,0.831968700559724,0.28510478581333,0.651230341538398,310.684588545478,0.472815627330787,1.79896920874305,1.29721554479421,2.93461602675757,0.179946128165489,0.361302787451924,0.168953594845887,1.42567283919897,1.50040838434556,13.0522359735999,0.0213852113639127,0.156349846944175,2.14004587615142,2.40478180335953,1.88725234130277,0.408213228962671,PACSIN1,protein_coding,Brain,0.994819125520422,310.684588545478,PACSIN1,protein_coding
ENSG00000104888,19,3.28700211420179,1.04380068829046,0.0495625207293984,0.988966094914526,261.834941190012,3.08115177695197,1.51963873340175,2.83684268841321,0.657844134350875,0.123635101304439,0.705070182973186,0.705875478156341,5.9357571198267,0.294089664103518,0.254405988462485,0.038637390586079,0.271870317038733,1.15200965753577,0.130346536232662,0.669463687041145,3.00058448373722,SLC17A7,protein_coding,Brain,0.994892478017507,261.834941190012,SLC17A7,protein_coding
ENSG00000176884,9,0.0999437436702926,0.0548065406998108,0.0349795641384221,0.0610941847184963,215.883679555872,0.827615487128405,1.36486009396729,0.256601180186706,0.0307756899026693,0.0354647212146132,0.230679912626744,0.046106601104291,0.0849028543494592,0.158461789374754,0.47018908622509,0.00408262593141767,0.0616105083476834,2.18530983102867,0.091639648933992,0.690462798288966,0.115713250647706,GRIN1,protein_coding,Brain,0.998400689638353,215.883679555872,GRIN1,protein_coding
ENSG00000121905,1,0.417391770802586,0.209462708785051,0.116250079842352,0.452294937582718,161.095282861876,0.303271969000678,0.702173791680411,0.506427222103412,0.0927942883904293,0.0714666907978762,0.292138756517544,0.116984400126539,0.508196911118581,0.435475290242039,2.98036035429113,0.0716937594737527,0.179466927966673,0.710930981774727,0.290032422966452,0.290468659944744,0.888349485304739,HPCA,protein_coding,Brain,0.997009337816249,161.095282861876,HPCA,protein_coding
ENSG00000100427,22,0.349520993669828,0.0646248529324456,6.52493766526859,1.7120434958497,157.971724675102,0.260491266368092,0.141414800171018,0.113232820441603,0.0839846226742547,0.245400139456552,3.10517870546991,0.0805573688627334,0.303417547156129,0.0562453152524852,0.650768968521211,0.889073398758112,0.0512389013418239,0.133187494566963,4.00556123500132,0.08994239588683,0.225410766297374,MLC1,protein_coding,Brain,0.993958971837143,157.971724675102,MLC1,protein_coding
ENSG00000116983,1,0.197178867129125,1.37501500028064,0.501480018942747,0.111327764590946,138.454929735386,0.0836943071542433,0.700523444004656,0.284955838247771,0.316529600367585,0.0380240271944054,1.10055419876302,2.54934180437579,0.177199941205369,4.41925391031333,3.19085156481097,0.0280587618217995,0.0434066842350032,0.613048576811119,0.519583794207875,0.875992769338464,0.230348938087429,HPCAL4,protein_coding,Brain,0.993732122848549,138.454929735386,HPCAL4,protein_coding
ENSG00000164076,3,0.0406568172511917,0.199283144569343,0.0287117326062323,0.0435323860666457,130.90160150423,0.0536233992120582,0.137308581421469,0.24852760111581,0.0209014058612681,0.0161514538191883,0.0646464768762674,0.0359082842861511,0.0798182798186214,0.0337126456275728,20.3964323335899,0.0184197086813881,0.0331706336715042,0.293899893590548,0.0263473327679953,0.175912254609598,0.117131727666322,CAMKV,protein_coding,Brain,0.991572258918316,130.90160150423,CAMKV,protein_coding
ENSG00000187730,1,0.786704070599174,1.69634678876271,0.0804289450670058,0.891073020495215,129.904149624801,1.21109887686057,0.429304944428448,0.531883715019202,0.387256665307557,0.159814525133722,2.31418900273046,0.287534859565804,0.649003666873014,0.13515739830603,7.15859589517397,0.0393668332891907,0.0480095196886291,0.390073492813888,0.642700664908499,0.262190003719175,2.58830915714489,GABRD,protein_coding,Brain,0.992036804788129,129.904149624801,GABRD,protein_coding
ENSG00000184221,21,0.114798797214822,0.0420571779520902,3.87694113632958,0.0836220491623359,112.47630719443,0.103867913993951,0.0893661665919182,0.0741002441679229,0.104419755350923,0.0589726436302585,1.1232457536655,0.465877008434777,1.45002669967867,0.0920125487597474,0.293943416451965,0.0149518968080796,0.0463561132739444,0.14159721000468,1.1784719483449,0.0739121320654925,0.139427710471494,OLIG1,protein_coding,Brain,0.995746673872475,112.47630719443,OLIG1,protein_coding
ENSG00000157782,12,4.91862623383153,0.473971103413407,0.0321621763940894,0.630364251273004,107.1069692756,2.7208437143009,1.61728538718494,1.53025959663802,1.41356571752855,0.0383807038081045,0.351181429730668,0.309234263077473,0.783496561600304,0.343245937750874,2.3819848358112,0.0871379982974241,0.283913535677341,0.935838831045581,0.69747625536733,0.989785185298386,0.807658376108307,CABP1,protein_coding,Brain,0.990035003212905,107.1069692756,CABP1,protein_coding
ENSG00000132692,1,0.214939206171012,2.58884409152134,0.0373977862783199,0.269158565579636,82.8859694667491,0.337406309345093,0.594427253709396,0.424024292936242,0.15566006842136,0.03719451134695,0.205136767942437,0.15272048495722,0.350497265220407,0.0596908384807776,2.61132001968367,0.012969036848891,0.0798060304863233,0.868506447289307,0.110932503899158,0.958070929214108,0.284136143002149,BCAN,protein_coding,Brain,0.993754770186716,82.8859694667491,BCAN,protein_coding
ENSG00000162728,1,0.115088694067472,0.0638306405004407,0.0206711419771594,0.160970172072603,82.8762487544013,0.0701249803561866,0.411102280561083,0.121995977247216,0.0362432124920049,0.0195235027376542,0.0660702013340105,0.0311109277395785,0.367288449083864,0.0324625117086921,4.52057395503174,0.0118423763648895,0.0880688764632655,0.149304734968169,0.0444606727526984,0.127736917928303,0.0708469726132811,KCNJ9,protein_coding,Brain,0.996060803127474,82.8762487544013,KCNJ9,protein_coding
ENSG00000015592,8,0.100928735245711,1.10886784630284,0.0268512544257628,0.634354445979835,80.2441457685616,0.213146678655475,3.51792074068378,0.970100147562269,0.0221319439318012,0.0313539346068936,0.0951804789604748,0.0717232173523639,0.196492043414178,0.0377684761070277,0.46484859758893,0.00927016039083111,0.0424758698100111,0.949493251755638,0.0466731551354537,0.47718445791993,0.0698131842808134,STMN4,protein_coding,Brain,0.994338167268727,80.2441457685616,STMN4,protein_coding
ENSG00000168314,3,0.0968436574853667,0.0442118284407011,0.0492668964442378,0.107191396517647,79.4074957048997,0.106656552976886,0.122399942245501,0.114072331711664,0.0455963255304044,0.0350545932102669,0.254567045462496,0.0874478294073397,1.07684923157026,0.0350554837269031,0.201839121263014,0.0197530772251983,0.0743182249580949,0.0758975451343444,0.0490439936617482,0.0563684599501313,0.160160466076701,MOBP,protein_coding,Brain,0.998229012275207,79.4074957048997,MOBP,protein_coding
ENSG00000204655,6,0.0521246933313537,0.0259838060260144,0.0309372079892365,0.174856845265674,77.3952648008455,0.0549236644806195,0.188314070858968,0.136662711980179,1.03625967802478,0.0208299625961581,0.0633283034130396,0.0396956966888659,0.0838208075068717,0.0151380883143117,0.173974620857688,0.00622739961507083,0.0549954739220079,0.0549767512275447,0.0436740964260844,0.0390407204576865,0.0774154610225391,MOG,protein_coding,Brain,0.99846684414989,77.3952648008455,MOG,protein_coding
ENSG00000146005,5,0.253213150143341,0.117668207665079,0.0671194173182448,1.49294876026973,72.5390863945055,0.775789561507068,0.50390022088033,0.411065229908456,0.0659234891395495,0.127589512159665,0.242397871638428,0.355367928150243,1.46163020623138,0.40713518781343,2.08738087060995,0.0725614452554708,0.20847154268678,0.208252023683296,0.380839792520178,0.155456633959768,0.403253602497833,PSD2,protein_coding,Brain,0.993246424003225,72.5390863945055,PSD2,protein_coding
ENSG00000178233,6,0.0597849765099917,0.490978923527616,0.0195681059991755,0.0576951099710017,70.7968021218571,0.122545529429402,1.23710860328932,0.399358279080039,0.21253501258647,0.0358598721917425,0.0843261466808391,0.0307917783594864,0.167245318562663,0.110217547014592,5.65649168917988,0.00614914439721639,0.0653839052252268,0.562904768463863,0.110558215055387,0.38992041893578,0.160685940179661,TMEM151B,protein_coding,Brain,0.99295158186138,70.7968021218571,TMEM151B,protein_coding
ENSG00000126583,19,0.191599653174409,0.0180061722591598,0.0780554933784966,0.200275321705312,68.1348288290633,0.0866335586055487,0.117224181448206,0.134296947001504,0.0217982626117312,0.0206680925950713,0.158291029882436,0.02363995575802,0.0743828850504876,0.488287777743506,2.75762110685753,0.00640208869270699,0.147454385240925,0.979014824713616,0.129590291103326,0.765608628750342,0.0950437622876816,PRKCG,protein_coding,Brain,0.995234526503947,68.1348288290633,PRKCG,protein_coding
ENSG00000122733,9,0.691909695139491,0.119556906532795,0.382233938074465,0.466776596694177,67.2900756600644,1.20037243200066,1.12323933766468,0.81922345580675,0.0641762068491098,0.0900695518779599,0.542528723425903,0.0997795926778611,0.915116160035018,0.0927075278522722,0.436301720495577,0.0234097214615995,0.119344852864736,0.63858119331222,0.382223457746649,0.486150223123105,0.995560986509239,KIAA1045,protein_coding,Brain,0.992800377927131,67.2900756600644,PHF24,protein_coding
ENSG00000124140,20,0.131331548360342,1.2157055356325,0.0268359237718258,0.0978240112351243,65.3154247080248,0.103517267715043,0.142868463289927,0.073917286999141,0.0234653180514974,0.0433641381602496,0.40484767535233,0.0325711784168877,0.183569506339794,0.109662942910959,5.81659640373818,0.0874286074939774,0.152643512399863,0.112515720093754,0.300310985421292,0.133552388878341,0.116055888617264,SLC12A5,protein_coding,Brain,0.992874130158006,65.3154247080248,SLC12A5,protein_coding
ENSG00000089169,12,0.117005436421632,0.511522554731996,4.28611858838444,0.0396335881461295,65.1059220341251,0.0402253880972444,0.218741752448721,0.0338779609905724,0.0139303061239007,0.0134134123380676,0.219923108658133,0.0520143981309067,0.0449943713849226,0.0392351958747888,0.130283531247447,0.00630171188809019,0.0138485363951691,0.155661471145578,0.714726517357104,0.0264897869495201,0.0645887151145868,RPH3A,protein_coding,Brain,0.99482187171215,65.1059220341251,RPH3A,protein_coding
ENSG00000196990,9,0.153166018478182,2.64801825780235,0.0073851107557167,0.0687857456982248,62.1702938622831,0.034998522708521,1.11858371052779,0.0590393634266337,0.0532027761842384,4.39445767941962,0.512295161526353,0.0184080278389318,1.07217738582075,0.0669275984035012,0.327130134588408,0.158485425022057,0.011034799181701,0.0639074192937433,0.304991009677023,0.353166785883667,0.381046116680668,FAM163B,protein_coding,Brain,0.990504140872269,62.1702938622831,FAM163B,protein_coding
ENSG00000121742,13,0.213116596832218,0.0590541681766436,2.88728512064271,0.130497925720216,60.2620260646252,0.192890062776686,0.0935938385802898,0.379582513548766,0.055676903134926,0.0929863508250756,0.494556513598216,0.0697316946373786,0.473671606765811,0.126194906137598,2.00255617526379,0.00571487921066715,0.106676822781197,0.224372117811553,0.520829459314872,0.124073771124506,3.74249796443207,GJB6,protein_coding,Brain,0.990047165541322,60.2620260646252,GJB6,protein_coding
ENSG00000130287,19,0.0240387564562623,0.0298779298123566,0.0144131829469529,0.0373092996164999,59.1910668994533,0.025196559069132,0.152139629967098,0.0464781003568349,0.00990425573623155,0.0430948283852949,0.0340264478297852,0.0173914940820291,0.0738794517413619,0.0306626563301948,0.338164492860707,0.00335305236003839,0.0234266438330436,0.0734211548839553,0.0214638136831154,0.0321382934771815,0.0769844121856779,NCAN,protein_coding,Brain,0.999064584815227,59.1910668994533,NCAN,protein_coding
ENSG00000167889,17,0.406405390031294,0.236088523252328,0.0213475114972428,0.251081494246641,58.643610480795,0.500740277744577,0.46171754061809,0.423040685823763,0.0379119323884125,0.0270304534992127,1.18788333471027,0.0406082372902342,1.05036582470515,0.102377336457287,2.8583814372658,0.10710577969003,0.128623241154886,0.389371250807469,0.704193379331119,0.264536484477215,0.873128413874291,MGAT5B,protein_coding,Brain,0.991412586600407,58.643610480795,MGAT5B,protein_coding
ENSG00000197430,10,0.0261009271615182,0.0100009362762539,0.0172655952182737,0.0246189504271751,56.3778494753286,0.021577481591698,0.0357780164861296,0.0278030678004413,0.0178452587082427,0.0114039388125978,0.0275730808432897,0.0247849015692714,0.0415146704134251,0.00958936893710547,0.0403791364737787,0.00696228257211486,0.0231127797098624,0.0150993691997268,0.0196695445760832,0.0152058286668013,0.0399698077874366,OPALIN,protein_coding,Brain,0.999595359749017,56.3778494753286,OPALIN,protein_coding
ENSG00000006116,16,0.0116514562444335,0.2968775134116,0.0174065573770353,0.01153625464908,56.0133754724662,0.0102651911505125,0.0212239830447726,0.0160234180038902,0.0071334899933973,0.0104852653591501,0.0197895301228675,0.0101897112532602,0.018360252903604,0.0308957369830609,0.0201429133939746,0.00181070587540294,0.00895181529574875,0.015310704050873,0.0216808623340936,0.0069238331315561,0.0121491368631072,CACNG3,protein_coding,Brain,0.999492256691689,56.0133754724662,CACNG3,protein_coding
