Which_Tissue,ensembl_gene_id,hgnc_symbol,gene_biotype,Adipose - Subcutaneous,Adipose - Visceral (Omentum),Adrenal Gland,Artery - Aorta,Artery - Coronary,Artery - Tibial,Brain - Amygdala,Brain - Anterior cingulate cortex (BA24),Brain - Caudate (basal ganglia),Brain - Cerebellar Hemisphere,Brain - Cerebellum,Brain - Cortex,Brain - Frontal Cortex (BA9),Brain - Hippocampus,Brain - Hypothalamus,Brain - Nucleus accumbens (basal ganglia),Brain - Putamen (basal ganglia),Brain - Spinal cord (cervical c-1),Brain - Substantia nigra,Breast - Mammary Tissue,Cells - Cultured fibroblasts,Cells - EBV-transformed lymphocytes,Colon - Sigmoid,Colon - Transverse,Esophagus - Gastroesophageal Junction,Esophagus - Mucosa,Esophagus - Muscularis,Heart - Atrial Appendage,Heart - Left Ventricle,Kidney - Cortex,Liver,Lung,Minor Salivary Gland,Muscle - Skeletal,Nerve - Tibial,Ovary,Pancreas,Pituitary,Placenta.T3.pA,Placenta.T3.rZ,Prostate,Skin - Not Sun Exposed (Suprapubic),Skin - Sun Exposed (Lower leg),Small Intestine - Terminal Ileum,Spleen,Stomach,Testis,Thyroid,Uterus,Vagina,Whole Blood,Other_meanTPM,Tau
Adrenal Gland,ENSG00000147465,STAR,protein_coding,0.605749115961954,1.64582366334684,6158.38297284194,4.22952270471647,1.03998222712153,0.516598888741641,1.49266238849502,3.66972330066394,1.95650773331685,8.76947703866484,1.00971621569563,4.93401690546481,5.70768000968762,1.44129249113236,6.87933484221365,3.47477103097206,1.30591166294209,0.98069461045887,2.36346366328548,0.659742684220666,1.2828261798821,1.34520248708282,0.731285908766197,0.596777549833342,0.791643287378614,2.61173626439713,0.830726312486616,0.816554812753435,0.219701939827889,0.462074966930126,0.703218103353692,0.83362281604764,2.61627678938441,0.28553018338879,1.16723466753226,1052.28952531911,0.554867955304633,3.48935409848068,0.0268646084280028,0.0362289546705354,0.610025763858474,6.44943663300587,5.65226892912019,0.742397937993282,1.60324267783906,0.844173907093103,118.188927844126,0.91514088532637,1.6409098181577,7.8677925965733,0.538706398760639,25.9061241462361,0.995793356103302
Adrenal Gland,ENSG00000148795,CYP17A1,protein_coding,1.20889008676417,0.92370260933107,8089.0843487934,4.75789486821301,1.77633868125602,1.73369585776178,0.54241913625526,0.78388449375915,0.774965182323776,7.37428444620792,1.38059441735804,0.853558511571855,0.725165422242259,0.68444664628351,0.497852616746159,0.823931461408038,0.62136561383917,0.544767208503357,0.709415901134029,1.26983454123979,0.786300322869772,0.78661269335396,0.86292210426275,0.712522362183723,1.14059621445971,1.00993454348467,1.29146782113182,0.813358588770561,0.371810702423714,8.3064258269116,3.17834230766302,1.41499764797094,3.90158722835677,1.63216015367408,3.62387406093049,25.2307749348195,0.887049828141072,1.63240291615498,0.0996742713552275,0.0212775111721958,1.06596091680637,0.914959821684927,1.09273437213681,0.802518003523631,1.28845527262955,1.46147502860199,23.4630093971728,7.38464162094263,2.46762128633289,1.37522946995854,0.743198372777718,2.60512712313269,0.999677945363059
Adrenal Gland,ENSG00000160882,CYP11B1,protein_coding,0.390050919141243,0.472652742125927,5914.66125804358,1.84220252425577,0.715133229316188,0.352221805951681,0.127730323704166,0.160487615756976,0.144712672811342,22.0822319093323,0.339383853612405,0.287979622036422,0.128295792475266,0.178215804683431,0.103435832723522,0.164201627683118,0.122545693411369,0.0726926350008023,0.205929867120101,0.387041303848305,0.4355170203372,0.399208780895192,0.331292596794837,0.344167775820633,0.413489691544882,0.650226221607901,0.48868298129542,0.441317515804148,0.182678080346413,1.42127909309773,0.436307160259,0.679014984783871,3.18671838560987,0.221294599158056,0.768119578501094,0.64898682660679,0.368027120593738,2.14600154694382,0.00256114421372303,0.00288248786866999,0.388737019815002,0.300346558744355,0.488034817233798,0.350067989973699,0.631139168675408,0.591878378798333,4.30131122790015,0.780463727862368,1.29740274554647,0.536666002755599,0.389458677795833,1.05914009261144,0.999820929712387
Adrenal Gland,ENSG00000179142,CYP11B2,protein_coding,0.0155469378757131,0.0235545252715934,249.121614458122,0.277208321399958,0.0466451431984362,0.0135081111719611,0.00525087710347795,0.0048806384091643,0.0111726443411573,0.732938576466278,0.0118385461131443,0.0165905310464157,0.00798399270606611,0.0101707041915758,0.00515318608334897,0.0110941352948966,0.0104970737742657,0.00505552668562322,0.00479793515885964,0.0147989217530124,0.0157876247739003,0.0314932299837791,0.0195663521542205,0.0145047017678121,0.0208936200170596,0.0303632844492518,0.0227982347257937,0.0232125691765902,0.00631791025143746,0.0264819820734359,0.0376328827530091,0.0319819838121639,0.31185622285086,0.010618047477624,0.0192581865564364,0.0347572784427487,0.0152374922062494,0.0413452972028182,0,0.00231464043300583,0.0140544110967249,0.0137908363650493,0.0187741215356101,0.0110177277472331,0.0346989154244049,0.0203432569605651,0.18897932932455,0.034127588469327,0.12096098546786,0.0196645849562079,0.0115638071826808,0.0496547639527216,0.999800680627168
Adrenal Gland,ENSG00000185231,MC2R,protein_coding,0.00499320180707452,0.00569353024830872,79.1887131116425,0.0599988725721265,0.0239471073568077,0.00642819873056205,0.00147280945216299,0.00359806036261539,0.00203644012897754,0.12120318787777,0.00524957152645305,0.00523811042675283,0.00447310481864932,0.00236741645362673,0.00306203079448516,0.00203191831490494,0.00186344476008819,0.00100781192218356,0.00184400240244443,0.00495402956459447,0.00572200047848417,0.00623924573445158,0.00805033383677301,0.00572051751213803,0.0143978790561995,0.0128392700679607,0.0211227071045701,0.0123727550648592,0.00290209245624401,0.0136322553590424,0.00839483478953368,0.0135957684372211,0.100845104285338,0.00325764536571104,0.00861120056503251,0.0176885130755559,0.00590064635796698,1.82333080932164,0.0092485540968685,0.00472355014562918,0.0468103093520459,0.0153064710023117,0.0102462413226993,0.00985375749157166,0.00692030150859515,0.0135702474431689,0.311021302976923,0.0172289159631577,0.0282170820825713,0.00976346225967048,0.00339223094687337,0.0576151081813168,0.999272432826379
Adrenal Gland,ENSG00000203859,HSD3B2,protein_coding,0.312737783159634,0.232529569741445,2198.16495257385,1.58134207019618,0.339184659275816,0.235253351595045,0.0688184154960945,0.121402645210987,0.0802986593368963,2.97673676305515,0.0918349294267667,0.178800898368756,0.117975474813849,0.0791161418315433,0.0694528255273165,0.0855668664532951,0.0608384648485917,0.0505113467077215,0.119054413162367,0.258926193737586,0.248691764540617,0.200679273062181,0.707419040745644,9.54164935532219,0.190337545048859,0.260580449064089,0.28819431271955,0.279408695405766,0.0717317395465786,0.674974162304598,0.551849605125408,0.251747587526989,1.35456592832618,0.0927712511361776,0.850159053018044,1.9888571710267,0.214363025680729,0.342412115117176,2.64023636997315,1.48909288420214,0.227840569442906,0.232646428894644,0.276261369825966,54.3992503904194,0.309962625321028,0.353252669932062,1.19579214184868,0.289787594158944,0.618451289524658,0.363123912578468,0.158078926030991,1.73641457854781,0.999210061748771
Adrenal Gland,ENSG00000215187,FAM166B,protein_coding,8.1046255920065,6.83854970820879,579.363067915766,9.80444691756691,7.80871710690514,9.45507000607876,3.28419529489443,0.521792257541015,4.69255405496628,4.12628706309716,1.08684411433529,0.768699759295141,0.663608232059989,4.99600132335719,7.6830239941945,1.50752895386098,0.538862228232345,1.94171380717051,1.38635701184829,8.43351745986483,0.430880186212811,0.413642304245027,1.18856946738519,0.980947550641961,2.83534472227725,1.21758023704389,2.35269244194872,0.9664233166799,0.335636484250893,1.630314727744,1.17178908043497,11.3239152615031,2.38280666875366,105.375003637797,2.14914898288621,1.77227358366706,0.368571683266733,1.75805896007224,0.127807186591289,0.13720573789699,1.70324124985321,2.46986617082534,2.15738642992468,1.75373794477465,1.07624267676324,1.37384260213756,1.3609776217148,1.8277251825472,1.63391943212177,1.22630889735375,0.192131208082001,4.88180774155693,0.991573836835822
Adrenal Gland,ENSG00000229928,LINC00400,lincRNA,0.00206221828814009,0.00371082197605964,3.23303869647165,0.00348632831213872,0.00578149056288639,0.00105101815935749,0.0436467080731366,0.0354288633649195,0.00538069155138209,0.0201779993534122,0,0.0146456379257548,0.022095848985716,0.0106711194896237,0.00788111247465556,0.00713735670646225,0.00335580128165519,0.00202448833145262,0.0106647926743527,0.000438091290067559,0.00460512127795976,0.00256415587537213,0.00673813295671419,0.00307659942998865,0.00201857516675768,0.00109893177717537,0.00443615587206102,0.00222625322192414,0.00355281920094833,0.00181520379458968,0.00056259203732622,0.00377469671575782,0.00459718844311119,0.00178138331703904,0.00317955031671954,0.00828705713464383,0.000986897050131209,0.0102825976998255,0.0270126903381201,0.0147146454645799,0,0.000443469803312952,0.00133612857338975,0.000847367260709139,0.0004496219026053,0.00240855802877351,0.257960818624746,0.00291248259217134,0.00579310554675762,0.00641159817819526,0.000419504060489633,0.0114065632678561,0.996471875427812
Adrenal Gland,ENSG00000231852,CYP21A2,protein_coding,0.700303932390711,2.2010847872664,1933.48246350701,1.75833976296018,1.03432565074633,0.77977604338227,0.931932161296406,0.719264888436006,0.795696530986776,5.49731971386799,1.39704214386865,0.9937683403292,0.672313972142231,0.682759347488893,1.09891142166378,1.06363907462875,0.609689654186242,0.653856162435691,0.845801946936683,1.67602982921271,0.254617080865159,0.211239312358587,3.11415523214391,1.20301004378669,2.1811635994141,0.486114531528735,2.78153863254275,1.8300458859688,0.301516896748606,4.65098270598691,26.3128641264903,1.0469230095256,4.22134302311768,0.153521943951047,3.28570107193966,5.90290471449049,0.343103442271591,3.17184720464707,0.0567639987911727,0.0716856676477366,2.53425867485501,0.455852948824736,0.664251013219911,1.07332561416213,5.19914859953336,0.675444341870964,1.90941592871795,3.42169793445817,2.58494534785048,0.744571653703098,0.293756919517386,2.14679188706866,0.998889676049518
Adrenal Gland,ENSG00000232023,LINC01807,lincRNA,0.329513613357755,0.152036686059852,51.1620367677786,0.293172109780093,0.822714766701699,0.777620442066891,0.0719858893673125,0.0721129027161127,0.0273228605032515,0.0554120540405682,0.0111456414985565,0.0485856213978849,0.0604639782816582,0.0982891276894173,0.0624150369656477,0.0410427832075249,0.0317315277047465,0.0202957257463335,0.107958658935948,0.371780386851681,0.0882039965502904,0.00681958215356073,0.0534730537780857,0.0746125303445341,0.177175557849987,0.0279557252746854,0.137905884745712,0.159006385007024,0.0739622106329161,0.0242693051246192,0.0774390015813412,0.0489867726653109,0.324850872186256,0.105949950850448,0.520579538816007,0.113716058005656,0.0289750820533362,0.122908109186061,0.988677497006458,0.486349711674197,0.0708706968217951,0.2617687920704,0.205951086101491,0.0426854248552237,0.00981680031012779,0.0809790213206892,0.159521239258671,0.352400000302134,0.303070545928166,0.177356394426574,0.00502308955468152,0.158738412904141,0.996897339845467
