ensembl_gene_id,chromosome_name,Adipose_Tissue,Adrenal_Gland,Blood,Blood_Vessel,Brain,Breast,Colon,Esophagus,Heart,Liver,Lung,Muscle,Nerve,Pancreas,Pituitary,Placenta,Skin,Small_Intestine,Spleen,Stomach,Thyroid,hgnc_symbol.x,gene_biotype.x,Which_Tissue,Tau,Me_TPM,hgnc_symbol.y,gene_biotype.y
ENSG00000248300,4,11.6992151261079,0.186484992121975,0.00135392249887194,0.143205061447908,0.0285066370613298,0.0352329943451003,0.0460431747484931,0.0465318158945303,0.0558594643535211,0.0102644787354145,0.307031814306224,0.00940686311925464,0.0612361567604566,0.00904880776362929,0.410843281854864,0.0158401010965378,0.00107954466252191,0.0693217115595717,0.0326376428520614,0.0309600488120922,0.0712365239751706,RP11-74M11.2,lincRNA,Adipose_Tissue,0.993281066203915,11.6992151261079,LINC02360,lincRNA
ENSG00000232023,2,0.0939261285742388,49.0776303243585,0.00443472819625986,0.258204013856846,0.0361806083878047,0.315402045816352,0.043674683133719,0.118538693254114,0.0474107246947094,0.0567804500624345,0.0360121172915592,0.0708213989271839,0.418355133796806,0.0365515704293516,0.0817651378128812,0.349499119254588,0.0840702137660179,0.0301784009511371,0.00763274157445349,0.0539053623049244,0.230833399373772,AC009410.1,lincRNA,Adrenal_Gland,0.99758120282523,49.0776303243585,LINC01807,lincRNA
ENSG00000254416,11,0.0447564981796732,30.0846330510297,0.00788060749377774,0.0349221108084115,0.00190417007953106,0.0416591858797246,0.197350738368141,0.142618051683809,0.0121275998455949,0.0813661312121892,0.0793173116131776,0.00405009005315418,0.983162652490532,0.0280289191442428,0.0119086852397759,1.24690124964957,0.00964351865836838,0.106177884690123,0.459140187196043,0.0651698448825216,0.0553686125474028,RP11-347E10.1,lincRNA,Adrenal_Gland,0.993994518657438,30.0846330510297,AP000924.1,lincRNA
ENSG00000214145,3,0.0937646140042883,15.3650468809433,0.00766658242927214,0.0317336419061311,0.0444745043881151,0.301091133764578,0.142211120069868,0.0878531292012781,0.00522027009779946,0.0631220410635446,0.0381773444723932,0.00749479962887972,0.155877525304765,0.190099431678626,0.0884070717071742,0.196789406277837,0.0294538023442456,0.0295188436630476,0.0526207238911222,0.156429443735429,0.513139353989858,LINC00887,lincRNA,Adrenal_Gland,0.992726527940535,15.3650468809433,LINC00887,lincRNA
ENSG00000268560,19,0.0250751137996495,9.98122304423426,0.00197878819608329,0.13139162285079,0.0101217901381291,0.0243262066797177,0.0660087372404125,0.0566709193476685,0.00287393060579524,0.00854679684506135,0.0315846557556038,0.00447746847375248,0.0335882602098492,0.327463027364197,0.0450259198109982,0.00528470321690339,0.00417058655192402,0.00863707488051305,0.026083399489191,0.024633678539154,0.645229382967005,CTD-2332E11.2,lincRNA,Adrenal_Gland,0.992570188761491,9.98122304423426,AC010636.1,lincRNA
ENSG00000237339,9,0.00272761797262147,3.18636554195094,0.000533708534898847,0.00294264375564871,0.0118252817739106,0.0117780166735136,0.000466578333286888,0.00117564218562797,0.000267516999030588,0.000981030253976569,0.00991397151470438,0.000836936139074999,0.00205248332893829,0.000672451165272732,0.0252372950704872,0.00204137376822592,0.000798121202794923,0.0193209522714618,0.0789450368053695,0.0134714826809626,0.218562491266673,RP11-98L5.2,lincRNA,Adrenal_Gland,0.993651848377559,3.18636554195094,LINC01502,lincRNA
ENSG00000229928,13,0.0025916942163035,2.82757656251166,0.000332924999617629,0.00742645531463586,0.0146421579240794,0.00110544646857717,0.00517215012906357,0.00217809305331471,0.0037286997024693,0,0.00562636396956411,0.00133264109200926,0.00658504765549566,0.00239063671944385,0.0081530284269073,0.00957689313065051,0.00513178240570631,0.00259812739057827,0,0.00258303529706098,0,LINC00400,lincRNA,Adrenal_Gland,0.998564934032708,2.82757656251166,LINC00400,lincRNA
ENSG00000249790,12,0.57356465086286,0.10621932901111,90.8417027268396,3.28994116935694,0.516528052858716,0.578640082331807,0.309500319658341,0.351857334791032,0.103943976614517,0.193804744343329,1.17105899978622,0.0861232648029476,2.63055673740006,0.160643973659917,0.202450394823037,1.17776313020697,2.61485949424017,0.267248847787748,1.86337049389951,0.260533309015583,0.54774464409625,RP11-20D14.6,lincRNA,Blood,0.990639567269734,90.8417027268396,AC092490.1,lincRNA
ENSG00000253105,8,0.174205330733862,0.0424571239975706,0.00286444323842684,18.7977742913393,0.0161582654550327,0.170783274619302,0.302973121258665,0.360925714333361,0.00965876608113734,0.00523423839520789,0.156619669425392,0.0363010424061448,0.233874939684536,0.00828430991272418,0.0433689353690789,0.0988546409063538,0.0458994469867934,0.194572850659009,0.0263718999076583,0.151564779344891,0.355578368182778,KB-1448A5.1,lincRNA,Blood_Vessel,0.993519043469895,18.7977742913393,AP003548.1,lincRNA
ENSG00000256499,12,0.0464699768858774,0.00926609774636033,0.000257923237375921,3.81564955230132,0.0355488506938857,0.0251677800705835,0.0230596800538063,0.0468864612942142,0.005940215009004,0.022432331531675,0.098734937656023,0.00487023498236133,0.100011600134861,0.0558097690916817,0.0192160441621907,0.00550768481784215,0.0063081208247478,0.00934285941232907,0.0100293728682506,0.0135102957115237,0.0357960524870301,CTC-465D4.1,lincRNA,Blood_Vessel,0.992476165842781,3.81564955230132,LINC02468,lincRNA
